SQ_CANDIDATO,ANO_ELEICAO,SG_UF,DS_CARGO,NR_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,DT_NASCIMENTO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,DS_OCUPACAO,DS_SIT_TOT_TURNO,QT_VOTOS,VR_RECEITA,VR_BEM_CANDIDATO,VR_DESPESA_MAX_CAMPANHA
150001066475,2020,PB,PREFEITO,23,DIEGO DO VELEIRO,CIDADANIA,22/01/1989,31,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),NÃO INFORMADO,COMERCIANTE,NÃO ELEITO,2410.0,11620.0,4000.0,123077.42
150001028454,2020,PB,PREFEITO,45,MARIA DE ZE ROBERTO,PSDB,07/02/1968,52,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,5031.0,123274.0,115000.0,123077.42
150000656987,2020,PB,PREFEITO,23,SOLANGE,CIDADANIA,15/09/1969,51,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,VEREADOR,ELEITO,3429.0,87743.78,270444.57,123077.42
150001085457,2020,PB,PREFEITO,15,MARCELO RODRIGUES,MDB,12/07/1970,50,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,8067.0,72535.9,410000.0,197393.92
150000667754,2020,PB,PREFEITO,23,ZÉ PEDRO,CIDADANIA,18/08/1968,52,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,NÃO ELEITO,2270.0,24788.0,39000.0,123077.42
150001064141,2020,PB,PREFEITO,77,JUNIOR VIANA,SOLIDARIEDADE,05/11/1966,54,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,NÃO ELEITO,43.0,5700.0,,123077.42
150001247502,2020,PB,PREFEITO,25,WANDERSON FURTADO,DEM,09/11/1984,36,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,AGENTE ADMINISTRATIVO,NÃO ELEITO,4.0,5980.0,114000.0,123077.42
150001074173,2020,PB,PREFEITO,23,PAULINHO DE ZIÉ,CIDADANIA,12/02/1976,44,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,2072.0,20540.0,11976.0,123077.42
150000749521,2020,PB,PREFEITO,23,LEONARDO,CIDADANIA,17/04/1981,39,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,BANCÁRIO E ECONOMIÁRIO,NÃO ELEITO,1329.0,16120.0,88257.12,123077.42
150001061243,2020,PB,PREFEITO,13,PROFESSOR MIGUEL ,PT,25/04/1978,42,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,543.0,32000.0,44000.0,225948.14
150001025702,2020,PB,PREFEITO,25,SUÉLIO,DEM,20/09/1976,44,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,ELEITO,2248.0,69820.0,1150000.0,123077.42
150000729173,2020,PB,PREFEITO,23,DEUSELEITE,CIDADANIA,26/03/1961,59,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),NÃO ELEITO,1853.0,32780.0,228794.96,123077.42
150001235680,2020,PB,PREFEITO,28,VALDECI FILHO,PRTB,30/01/1971,49,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,ADVOGADO,NÃO ELEITO,303.0,0.0,,385738.62
150001269493,2020,PB,PREFEITO,22,VAN DE GALEGA,PL,08/07/1970,50,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,MECÂNICO DE MANUTENÇÃO,ELEITO,3066.0,42430.0,10000.0,123077.42
150000862785,2020,PB,PREFEITO,10,CARMELITA,REPUBLICANOS,25/04/1953,67,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO CIVIL APOSENTADO,NÃO ELEITO,1699.0,62300.0,,123077.42
150000765829,2020,PB,PREFEITO,23,ALEX MARTINS,CIDADANIA,02/10/1986,34,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ENFERMEIRO,NÃO ELEITO,337.0,10000.0,67200.0,123077.42
150001039839,2020,PB,PREFEITO,40,DR ROMUALDO,PSB,06/02/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,ELEITO,2235.0,68928.0,826213.54,123077.42
150001186998,2020,PB,PREFEITO,10,ANCHIETA ANASTACIO,REPUBLICANOS,24/11/1968,52,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,#NULO#,,15000.0,2150000.0,123077.42
150000815306,2020,PB,PREFEITO,11,ESPEDITO FILHO,PP,02/03/1992,28,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ENGENHEIRO,ELEITO,3627.0,70226.0,140000.0,123077.42
150001029107,2020,PB,PREFEITO,11,DR. MARINHO,PP,25/01/1947,73,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,MÉDICO,#NULO#,,,,123077.42
150001075040,2020,PB,PREFEITO,25,DIVALDO DANTAS,DEM,26/10/1966,54,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,6052.0,64884.0,286000.0,123077.42
150001178081,2020,PB,PREFEITO,11,SOCORRO BRILHANTE,PP,16/04/1961,59,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,2841.0,83400.0,100000.0,123077.42
150001274608,2020,PB,PREFEITO,15,JAQUELINE,MDB,12/07/1990,30,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,NUTRICIONISTA E ASSEMELHADOS,NÃO ELEITO,1358.0,5820.0,,123077.42
150000765022,2020,PB,PREFEITO,12,MATHEUS AMORIM,PDT,10/02/1991,29,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,ELEITO,2504.0,37170.0,120000.0,123077.42
150000978256,2020,PB,PREFEITO,23,KADSON MONTEIRO,CIDADANIA,06/04/1971,49,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,ELEITO,3184.0,31000.0,,123077.42
150000654838,2020,PB,PREFEITO,36,AILDO BRITO,PTC,24/06/1992,28,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),BRANCA,AGRICULTOR,NÃO ELEITO,139.0,4381.45,,123077.42
150000939814,2020,PB,PREFEITO,13,SILVINHO,PT,09/09/1956,64,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PRODUTOR AGROPECUÁRIO,NÃO ELEITO,37.0,5000.0,50000.0,123077.42
150000726227,2020,PB,PREFEITO,45,MARCELO DO SINDICATO,PSDB,04/10/1976,44,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGRICULTOR,ELEITO,2257.0,34110.0,70000.0,123077.42
150001156863,2020,PB,PREFEITO,23,RICARDO PEREIRA,CIDADANIA,12/03/1971,49,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,EMPRESÁRIO,ELEITO,6301.0,129873.0,185000.0,123077.42
150000792100,2020,PB,PREFEITO,20,JOSMAR,PSC,11/09/1964,56,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,AGRICULTOR,ELEITO,3694.0,88175.0,360000.0,123077.42
150000849493,2020,PB,PREFEITO,14,DANIELA,PTB,31/03/1984,36,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,ENFERMEIRO,NÃO ELEITO,1847.0,31760.0,100000.0,123077.42
150001003291,2020,PB,PREFEITO,14,DIOGO,PTB,17/01/1953,67,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,NÃO ELEITO,23.0,10000.0,610200.0,153279.01
150000692062,2020,PB,PREFEITO,17,DELEGADO DR DURVAL BARROS,PSL,25/09/1953,67,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,POLICIAL CIVIL,NÃO ELEITO,153.0,60000.0,,123077.42
150000638701,2020,PB,PREFEITO,11,GALEGO SOUZA,PP,11/06/1962,58,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,DEPUTADO,NÃO ELEITO,10611.0,304010.0,100610.65,258783.87
150000944466,2020,PB,PREFEITO,11,VITAL COSTA,PP,24/12/1963,57,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,5435.0,70879.25,345000.0,123077.42
150000922602,2020,PB,PREFEITO,25,NEL,DEM,25/07/1963,57,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SERVENTUÁRIO DE JUSTIÇA,NÃO ELEITO,3261.0,70100.0,92712.86,123077.42
150001187206,2020,PB,PREFEITO,50,PINTO,PSOL,23/04/1984,36,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,JARDINEIRO,NÃO ELEITO,31.0,5422.719999999999,,261882.96
150000638554,2020,PB,PREFEITO,12,WENCESLAU MARQUES,PDT,28/09/1964,56,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,AGRICULTOR,ELEITO,4677.0,50700.0,132000.0,123077.42
150000760163,2020,PB,PREFEITO,51,WALLBER VIRGOLINO,PATRIOTA,15/10/1978,42,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,DEPUTADO,NÃO ELEITO,50801.0,627210.0800000001,1074568.58,2808392.83
150000761803,2020,PB,PREFEITO,23,RENATA,CIDADANIA,14/02/1972,48,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,PREFEITO,NÃO ELEITO,4076.0,103441.5,226000.0,261882.96
150000674864,2020,PB,PREFEITO,25,ALEX MONTEIRO,DEM,12/03/1981,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,COMERCIANTE,NÃO ELEITO,4471.0,102750.0,20000.0,123077.42
150000919165,2020,PB,PREFEITO,45,MARCUS DIOGO,PSDB,18/11/1964,56,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,14646.0,273847.3,382185.52,372681.61
150000719674,2020,PB,PREFEITO,77,JOÃO ALMEIDA,SOLIDARIEDADE,06/11/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO FEDERAL,NÃO ELEITO,6312.0,1483330.0,1450000.0,2808392.83
150000817670,2020,PB,PREFEITO,16,RAMA DANTAS,PSTU,26/02/1970,50,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),PRETA,PROFESSOR DE ENSINO FUNDAMENTAL,NÃO ELEITO,345.0,7820.0,,2808392.83
150000637809,2020,PB,PREFEITO,70,ANDRIN JUSTINO,AVANTE,19/06/1977,43,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),PRETA,EMPRESÁRIO,NÃO ELEITO,711.0,23976.0,2307000.0,123077.42
150000975671,2020,PB,PREFEITO,25,NETO,DEM,09/01/1984,36,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,4840.0,59806.95,234638.63,123077.42
150001081744,2020,PB,PREFEITO,43,ANALICE GALDINO,PV,21/11/1979,41,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,ENFERMEIRO,NÃO ELEITO,848.0,12100.0,10000.0,123077.42
150000652912,2020,PB,PREFEITO,22,BARÃO,PL,14/09/1967,53,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,PREFEITO,NÃO ELEITO,4170.0,50614.0,424798.06,123077.42
150001265493,2020,PB,PREFEITO,50,ITALO GUEDES,PSOL,19/08/1992,28,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PSICÓLOGO,NÃO ELEITO,2403.0,45789.15,,2808392.83
150000924295,2020,PB,PREFEITO,11,EDILSON RODRIGUES,PP,15/07/1975,45,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,COMERCIANTE,NÃO ELEITO,3608.0,71049.8,250000.0,123077.42
150000936438,2020,PB,PREFEITO,40,MARCIA LUCENA,PSB,04/07/1963,57,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,NÃO ELEITO,5740.0,231632.64,830270.11,238580.64
150000979942,2020,PB,PREFEITO,17,MARINÊS DE BEM TOMAZ,PSL,22/01/1968,52,FEMININO,SUPERIOR COMPLETO,VIÚVO(A),BRANCA,OUTROS,NÃO ELEITO,194.0,5670.0,321500.0,123077.42
150001172358,2020,PB,PREFEITO,29,CAMILO DUARTE,PCO,31/03/1983,37,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADMINISTRADOR,NÃO ELEITO,82.0,1000.0,,2808392.83
150000786588,2020,PB,PREFEITO,77,LEO BANDEIRA,SOLIDARIEDADE,10/05/1974,46,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO FEDERAL,ELEITO,5148.0,39330.0,113000.0,123077.42
150000742932,2020,PB,PREFEITO,11,CLAUDIO REGIS,PP,10/06/1966,54,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,4306.0,98824.0,109950.0,188971
150000815641,2020,PB,PREFEITO,45,GERALDO SERAFIM,PSDB,21/01/1961,59,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,ELEITO,2343.0,90470.85,875000.0,123077.42
150001197442,2020,PB,PREFEITO,13,ZIZO,PT,16/11/1964,56,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,PROFESSOR DE ENSINO MÉDIO,NÃO ELEITO,994.0,104645.28,,123077.42
150001007148,2020,PB,PREFEITO,15,DR FELLIPE BEZERRA,MDB,28/10/1990,30,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,MÉDICO,NÃO ELEITO,641.0,12000.0,109000.0,123077.42
150000721095,2020,PB,PREFEITO,45,MARINALDO CRUZ,PSDB,21/03/1973,47,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),BRANCA,AGENTE ADMINISTRATIVO,ELEITO,2124.0,32900.0,570000.0,123077.42
150000670481,2020,PB,PREFEITO,23,LÉO,CIDADANIA,02/04/1977,43,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,AGRICULTOR,ELEITO,2880.0,31700.0,52000.0,123077.42
150001171979,2020,PB,PREFEITO,25,CRISTIANO,DEM,03/07/1973,47,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,1416.0,47623.0,,123077.42
150000654781,2020,PB,PREFEITO,45,EDILSON DO TOMATE,PSDB,02/06/1977,43,MASCULINO,LÊ E ESCREVE,CASADO(A),PARDA,AGRICULTOR,NÃO ELEITO,4758.0,111036.9,100000.0,123077.42
150001228822,2020,PB,PREFEITO,25,ADRIANO CAVALCANTI,DEM,03/02/1984,36,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,NÃO ELEITO,548.0,50007.75,,123077.42
150000727056,2020,PB,PREFEITO,22,IZAIAS BESSA,PL,04/05/1956,64,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PRODUTOR AGROPECUÁRIO,NÃO ELEITO,3514.0,122688.0,11494845.07,123077.42
150001093924,2020,PB,PREFEITO,22,DINDA,PL,12/02/1959,61,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),BRANCA,PREFEITO,#NULO#,,400.0,53000.0,123077.42
150000774536,2020,PB,PREFEITO,55,BRUNO CUNHA LIMA,PSD,17/11/1990,30,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,ELEITO,111526.0,3063700.0,221776.0,3981974.79
150000729222,2020,PB,PREFEITO,70,SAMUEL,AVANTE,15/12/1989,31,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,ELEITO,1032.0,45686.18,40000.0,123077.42
150001167863,2020,PB,PREFEITO,25,ADRIANO WOLFF,DEM,29/04/1972,48,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,PREFEITO,ELEITO,1997.0,107097.0,,123077.42
150000855946,2020,PB,PREFEITO,15,LUIZ PEREIRA,MDB,09/11/1964,56,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,AGRICULTOR,NÃO ELEITO,2552.0,16795.45,30000.0,123077.42
150000762015,2020,PB,PREFEITO,25,GUGA ARAGÃO,DEM,23/08/1985,35,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,NÃO ELEITO,5391.0,113000.0,450101.23,123077.42
150001185013,2020,PB,PREFEITO,11,DONA LURDES,PP,02/03/1951,69,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,OUTROS,NÃO ELEITO,45.0,50000.0,,238580.64
150000837948,2020,PB,PREFEITO,23,VALÉRIA LIMA,CIDADANIA,30/03/1957,63,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO FEDERAL,NÃO ELEITO,2064.0,62000.0,461000.0,123077.42
150000766323,2020,PB,PREFEITO,23,VITALZINHO,CIDADANIA,04/06/1958,62,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO FEDERAL,NÃO ELEITO,2573.0,18600.0,2000.0,123077.42
150000732997,2020,PB,PREFEITO,22,CORRINHA,PL,17/10/1972,48,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO SUPERIOR,NÃO ELEITO,1820.0,78420.35,80000.0,123077.42
150001071788,2020,PB,PREFEITO,12,JUNIOR QUIRINO,PDT,14/09/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,NÃO ELEITO,2118.0,47670.9,176000.0,123077.42
150000759053,2020,PB,PREFEITO,12,NETO TEOTÔNIO,PDT,03/07/1964,56,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PARDA,AGRICULTOR,NÃO ELEITO,1166.0,27508.0,360000.0,123077.42
150000858825,2020,PB,PREFEITO,45,VAVÁ,PSDB,28/10/1964,56,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,803.0,10000.0,71449.59,123077.42
150000691880,2020,PB,PREFEITO,15,SERGIO DE LEVI,MDB,28/05/1974,46,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,PREFEITO,ELEITO,1521.0,23660.0,230000.0,123077.42
150001078046,2020,PB,PREFEITO,23,DEUSIMAR PESSOA,CIDADANIA,07/07/1972,48,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,589.0,13459.46,79851.74,123077.42
150001199043,2020,PB,PREFEITO,10,CÔCO DE ODÁLIO,REPUBLICANOS,18/10/1973,47,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,EMPRESÁRIO,ELEITO,5845.0,126123.0,754500.0,123077.42
150001094430,2020,PB,PREFEITO,15,DR. JOÃO,MDB,05/09/1949,71,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,#NULO#,,,,123077.42
150001195343,2020,PB,PREFEITO,13,EDILSON SILVA,PT,21/11/1978,42,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),BRANCA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,149.0,39170.0,100.0,123077.42
150000871848,2020,PB,PREFEITO,23,JOÃO CLEBER,CIDADANIA,29/12/1975,45,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO FUNDAMENTAL,ELEITO,2367.0,54180.0,58122.5,123077.42
150001092703,2020,PB,PREFEITO,23,DANIELLA MARTINS,CIDADANIA,09/07/1983,37,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,VEREADOR,NÃO ELEITO,915.0,0.0,304402.0,123077.42
150001084966,2020,PB,PREFEITO,22,CAPITÃO ANDERSON,PL,31/07/1959,61,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MILITAR REFORMADO,NÃO ELEITO,1343.0,45000.0,630000.0,123077.42
150001172016,2020,PB,PREFEITO,18,CARLOS MONTEIRO,REDE,12/08/1972,48,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,NÃO ELEITO,949.0,98050.0,1103247.6,2808392.83
150000860706,2020,PB,PREFEITO,15,ADAILTO BARROS,MDB,20/04/1962,58,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,DIVORCIADO(A),PARDA,AGRICULTOR,NÃO ELEITO,20.0,10000.0,200000.0,123077.42
150000730804,2020,PB,PREFEITO,77,ZÉ ALMEIDA,SOLIDARIEDADE,03/05/1952,68,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,1325.0,47000.0,532000.0,123077.42
150001021436,2020,PB,PREFEITO,50,OLÍMPIO ROCHA,PSOL,28/09/1985,35,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,NÃO ELEITO,5241.0,68789.29,460000.0,3981974.79
150000656476,2020,PB,PREFEITO,23,GENIVALDO TEMBÓRIO,CIDADANIA,18/05/1985,35,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGRICULTOR,ELEITO,1905.0,39465.0,307000.0,123077.42
150000671756,2020,PB,PREFEITO,25,SERGINHO LIMA,DEM,03/07/1981,39,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,PREFEITO,ELEITO,3642.0,38400.0,951970.38,123077.42
150000859282,2020,PB,PREFEITO,23,JANETE SANTOS,CIDADANIA,03/07/1971,49,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,PROFESSOR DE ENSINO MÉDIO,NÃO ELEITO,1957.0,25000.0,,123077.42
150001271566,2020,PB,PREFEITO,70,DR LINCON,AVANTE,03/11/1979,41,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,NÃO ELEITO,1828.0,8260.0,1237431.37,123077.42
150001171910,2020,PB,PREFEITO,11,NALDO VIEIRA,PP,06/06/1961,59,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,OUTROS,NÃO ELEITO,1313.0,43076.979999999996,170000.0,123077.42
150000769280,2020,PB,PREFEITO,40,ANTÔNIO MINERAL,PSB,12/03/1966,54,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,ADMINISTRADOR,NÃO ELEITO,941.0,57107.42,1175000.0,123077.42
150000818196,2020,PB,PREFEITO,12,LUCIENE GOMES,PDT,11/04/1984,36,FEMININO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,21103.0,222280.0,,380184.95
150001214574,2020,PB,PREFEITO,50,JOÃO DA SAÚDE,PSOL,19/11/1981,39,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,NÃO ELEITO,88.0,7937.23,47000.0,123077.42
150000790709,2020,PB,PREFEITO,12,ROBERIO BURITY,PDT,20/10/1963,57,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PREFEITO,#NULO#,,,262687.77,123077.42
150000635302,2020,PB,PREFEITO,15,ROMMEL MOURA,MDB,01/10/1977,43,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,NÃO ELEITO,748.0,23649.0,8097.16,123077.42
150000654415,2020,PB,PREFEITO,25,DR JEFFERSON,DEM,22/09/1985,35,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,PREFEITO,ELEITO,3425.0,20000.0,2853818.05,123077.42
150000825869,2020,PB,PREFEITO,10,PAULO MACHANTE,REPUBLICANOS,29/06/1962,58,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,AGRICULTOR,NÃO ELEITO,1179.0,37623.0,187300.0,123077.42
150000680083,2020,PB,PREFEITO,15,RUBINHO,MDB,22/03/1985,35,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,NÃO ELEITO,1167.0,17700.0,275066.39,123077.42
150000848016,2020,PB,PREFEITO,43,AQUINO,PV,25/09/1980,40,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,COMERCIANTE,NÃO ELEITO,1492.0,500.0,13000.0,123077.42
150000892698,2020,PB,PREFEITO,23,BENICIO NETO,CIDADANIA,24/08/1989,31,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,PREFEITO,ELEITO,4792.0,35565.0,150000.0,477866.92
150000743765,2020,PB,PREFEITO,90,GILSON,PROS,08/01/1975,45,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,ELEITO,1169.0,36106.3,30000.0,123077.42
150001183878,2020,PB,PREFEITO,17,WELLITON CARLOS,PSL,12/03/1986,34,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,PEDAGOGO,NÃO ELEITO,8.0,0.0,2265000.0,123077.42
150000731921,2020,PB,PREFEITO,25,VANDA DE OLAVO,DEM,20/05/1967,53,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,VEREADOR,NÃO ELEITO,3030.0,280000.0,481590.08,364348.5
150000782202,2020,PB,PREFEITO,45,FÁBIO RAMALHO,PSDB,16/01/1981,39,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,COMERCIANTE,ELEITO,12466.0,143000.0,230000.0,123077.42
150000909945,2020,PB,PREFEITO,12,APARECIDA,PDT,20/05/1977,43,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,160.0,100000.0,580000.0,153279.01
150000653034,2020,PB,PREFEITO,20,AMIGO DI,PSC,29/01/1974,46,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,SERVIDOR PÚBLICO MUNICIPAL,NÃO ELEITO,186.0,46603.520000000004,50000.0,123077.42
150001047077,2020,PB,PREFEITO,12,PEDRO DE NEGUINHO,PDT,29/06/1982,38,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,VEREADOR,NÃO ELEITO,806.0,20000.0,22000.0,123077.42
150001201634,2020,PB,PREFEITO,23,FIA DE TIU,CIDADANIA,04/01/1969,51,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,PROFESSOR DE ENSINO MÉDIO,NÃO ELEITO,2711.0,18658.0,706288.58,123077.42
150000735433,2020,PB,PREFEITO,15,MAGNA,MDB,14/05/1960,60,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,PREFEITO,ELEITO,2811.0,25758.3,581800.0,123077.42
